method,stage,frequency_um_inv,period_um,frc,threshold_1_7,threshold_half_bit,n_ring_pixels,hr_pitch_um,pixel_size_um
maptv_new_vs_drz,after,0.00234375,426.6666666666667,0.9998836448551365,0.14285714285714285,0.273051000260408,184,10.0,20.0
maptv_new_vs_drz,after,0.002455357142857143,407.2727272727273,0.9999062592123653,0.14285714285714285,0.2705369635786124,194,10.0,20.0
maptv_new_vs_drz,after,0.0025669642857142857,389.5652173913044,0.9999239840549117,0.14285714285714285,0.269116846861646,200,10.0,20.0
maptv_new_vs_drz,after,0.0026785714285714286,373.3333333333333,0.9999390281864264,0.14285714285714285,0.26731663903915925,208,10.0,20.0
maptv_new_vs_drz,after,0.0027901785714285715,358.4,0.9999343488934542,0.14285714285714285,0.2668822084027434,210,10.0,20.0
maptv_new_vs_drz,after,0.0029017857142857144,344.6153846153846,0.9999481021623462,0.14285714285714285,0.26173150991010213,236,10.0,20.0
maptv_new_vs_drz,after,0.003013392857142857,331.8518518518519,0.9999695720027827,0.14285714285714285,0.2632250986856457,228,10.0,20.0
maptv_new_vs_drz,after,0.0031249999999999997,320.0,0.9999693536787833,0.14285714285714285,0.2613695641695868,238,10.0,20.0
maptv_new_vs_drz,after,0.0032366071428571426,308.96551724137936,0.9999784584886446,0.14285714285714285,0.2576597972433477,260,10.0,20.0
maptv_new_vs_drz,after,0.0033482142857142855,298.6666666666667,0.999984391997613,0.14285714285714285,0.2586250244740691,254,10.0,20.0
maptv_new_vs_drz,after,0.0034598214285714284,289.03225806451616,0.9999886723435525,0.14285714285714285,0.25523709705862524,276,10.0,20.0
maptv_new_vs_drz,after,0.0035714285714285713,280.0,0.9999903479595261,0.14285714285714285,0.25582326430374547,272,10.0,20.0
maptv_new_vs_drz,after,0.003683035714285714,271.5151515151515,0.9999925135015253,0.14285714285714285,0.2527449491574839,294,10.0,20.0
maptv_new_vs_drz,after,0.003794642857142857,263.5294117647059,0.9999946604817455,0.14285714285714285,0.25410107451462977,284,10.0,20.0
maptv_new_vs_drz,after,0.00390625,256.0,0.9999938692405235,0.14285714285714285,0.2514544516681247,304,10.0,20.0
maptv_new_vs_drz,after,0.0040178571428571425,248.8888888888889,0.9999948297090842,0.14285714285714285,0.24928083583453234,322,10.0,20.0
maptv_new_vs_drz,after,0.004129464285714286,242.16216216216216,0.9999951632080394,0.14285714285714285,0.2514544516681247,304,10.0,20.0
maptv_new_vs_drz,after,0.004241071428571428,235.78947368421055,0.9999951480309109,0.14285714285714285,0.24905026945843273,324,10.0,20.0
maptv_new_vs_drz,after,0.004352678571428572,229.74358974358972,0.999994674914184,0.14285714285714285,0.24582376798178943,354,10.0,20.0
maptv_new_vs_drz,after,0.004464285714285714,224.0,0.9999954831075553,0.14285714285714285,0.24770924671322134,336,10.0,20.0
maptv_new_vs_drz,after,0.004575892857142857,218.53658536585365,0.9999922295366303,0.14285714285714285,0.24643640318775006,348,10.0,20.0
maptv_new_vs_drz,after,0.0046875,213.33333333333334,0.9999913245713232,0.14285714285714285,0.24426173259637654,370,10.0,20.0
maptv_new_vs_drz,after,0.004799107142857142,208.37209302325584,0.9999951568231858,0.14285714285714285,0.24407341871811294,372,10.0,20.0
maptv_new_vs_drz,after,0.004910714285714286,203.63636363636365,0.9999947772030807,0.14285714285714285,0.24388657961491628,374,10.0,20.0
maptv_new_vs_drz,after,0.005022321428571428,199.11111111111114,0.9999945525921062,0.14285714285714285,0.24124866466885456,404,10.0,20.0
maptv_new_vs_drz,after,0.005133928571428571,194.7826086956522,0.9999965598235447,0.14285714285714285,0.24226832878047586,392,10.0,20.0
maptv_new_vs_drz,after,0.005245535714285714,190.63829787234044,0.9999964793278234,0.14285714285714285,0.2427954615022515,386,10.0,20.0
maptv_new_vs_drz,after,0.005357142857142857,186.66666666666666,0.9999955941031494,0.14285714285714285,0.23964416299559071,424,10.0,20.0
maptv_new_vs_drz,after,0.00546875,182.85714285714286,0.9999922767295016,0.14285714285714285,0.24027239659586974,416,10.0,20.0
maptv_new_vs_drz,after,0.005580357142857143,179.2,0.9999889329619245,0.14285714285714285,0.2388828626474958,434,10.0,20.0
maptv_new_vs_drz,after,0.0056919642857142854,175.68627450980392,0.9999913394221066,0.14285714285714285,0.2384383044776066,440,10.0,20.0
maptv_new_vs_drz,after,0.005803571428571429,172.3076923076923,0.999993413198021,0.14285714285714285,0.23757528612232023,452,10.0,20.0
maptv_new_vs_drz,after,0.005915178571428571,169.05660377358492,0.9999871572313273,0.14285714285714285,0.23688135961430892,462,10.0,20.0
maptv_new_vs_drz,after,0.006026785714285714,165.92592592592595,0.9999887710681162,0.14285714285714285,0.23785919155913984,448,10.0,20.0
maptv_new_vs_drz,after,0.006138392857142857,162.9090909090909,0.9999878772750866,0.14285714285714285,0.23517586182327832,488,10.0,20.0
maptv_new_vs_drz,after,0.0062499999999999995,160.0,0.999992851569113,0.14285714285714285,0.23607716377209612,474,10.0,20.0
maptv_new_vs_drz,after,0.006361607142857143,157.19298245614036,0.9999922387467363,0.14285714285714285,0.23568617177506457,480,10.0,20.0
maptv_new_vs_drz,after,0.006473214285714285,154.48275862068968,0.9999872866769554,0.14285714285714285,0.23359868826190747,514,10.0,20.0
maptv_new_vs_drz,after,0.006584821428571429,151.864406779661,0.9999752873418986,0.14285714285714285,0.23348222347930858,516,10.0,20.0
maptv_new_vs_drz,after,0.006696428571428571,149.33333333333334,0.9999834803200477,0.14285714285714285,0.23467767886949623,496,10.0,20.0
maptv_new_vs_drz,after,0.006808035714285714,146.88524590163934,0.9999859123585088,0.14285714285714285,0.23246304055541317,534,10.0,20.0
maptv_new_vs_drz,after,0.006919642857142857,144.51612903225808,0.9999884678703753,0.14285714285714285,0.23191835858106052,544,10.0,20.0
maptv_new_vs_drz,after,0.00703125,142.22222222222223,0.9999870554312785,0.14285714285714285,0.23348222347930858,516,10.0,20.0
maptv_new_vs_drz,after,0.007142857142857143,140.0,0.9999868982585209,0.14285714285714285,0.23118003674182988,558,10.0,20.0
maptv_new_vs_drz,after,0.007254464285714285,137.84615384615387,0.9999898363830687,0.14285714285714285,0.23066911942921098,568,10.0,20.0
maptv_new_vs_drz,after,0.007366071428571428,135.75757575757575,0.9999915410624396,0.14285714285714285,0.23257377696061368,532,10.0,20.0
maptv_new_vs_drz,after,0.007477678571428571,133.7313432835821,0.9999814793750463,0.14285714285714285,0.22865956785210217,610,10.0,20.0
maptv_new_vs_drz,after,0.007589285714285714,131.76470588235296,0.9999666491921941,0.14285714285714285,0.2300731936178756,580,10.0,20.0
maptv_new_vs_drz,after,0.007700892857142857,129.85507246376812,0.9999776294559888,0.14285714285714285,0.22987856279938831,584,10.0,20.0
maptv_new_vs_drz,after,0.0078125,128.0,0.9999655216149934,0.14285714285714285,0.22847879956174852,614,10.0,20.0
maptv_new_vs_drz,after,0.007924107142857142,126.19718309859155,0.9999749222190525,0.14285714285714285,0.22856896654528058,612,10.0,20.0
maptv_new_vs_drz,after,0.008035714285714285,124.44444444444446,0.9999725333448813,0.14285714285714285,0.22794672665157004,626,10.0,20.0
maptv_new_vs_drz,after,0.008147321428571429,122.73972602739725,0.9999582700725463,0.14285714285714285,0.22856896654528058,612,10.0,20.0
maptv_new_vs_drz,after,0.008258928571428572,121.08108108108108,0.9999697091260995,0.14285714285714285,0.22751466188342373,636,10.0,20.0
maptv_new_vs_drz,after,0.008370535714285714,119.46666666666667,0.9999737221716493,0.14285714285714285,0.22709247611069447,646,10.0,20.0
maptv_new_vs_drz,after,0.008482142857142856,117.89473684210527,0.99998170911244,0.14285714285714285,0.2270091913293758,648,10.0,20.0
maptv_new_vs_drz,after,0.008593749999999999,116.36363636363637,0.9999749248403808,0.14285714285714285,0.22684375089361272,652,10.0,20.0
maptv_new_vs_drz,after,0.008705357142857143,114.87179487179486,0.9999733622812107,0.14285714285714285,0.22580365493397495,678,10.0,20.0
maptv_new_vs_drz,after,0.008816964285714286,113.41772151898735,0.9999668015548338,0.14285714285714285,0.22572608133433805,680,10.0,20.0
maptv_new_vs_drz,after,0.008928571428571428,112.0,0.9999734283091676,0.14285714285714285,0.22572608133433805,680,10.0,20.0
maptv_new_vs_drz,after,0.00904017857142857,110.61728395061729,0.9999534654313355,0.14285714285714285,0.2247472633332211,706,10.0,20.0
maptv_new_vs_drz,after,0.009151785714285715,109.26829268292683,0.999957789394893,0.14285714285714285,0.2252675931499613,692,10.0,20.0
maptv_new_vs_drz,after,0.009263392857142857,107.95180722891567,0.9999416412174135,0.14285714285714285,0.22511735629687746,696,10.0,20.0
maptv_new_vs_drz,after,0.009375,106.66666666666667,0.9999525856488491,0.14285714285714285,0.22347634762040358,742,10.0,20.0
maptv_new_vs_drz,after,0.009486607142857142,105.41176470588236,0.9999511797077228,0.14285714285714285,0.22467416992987052,708,10.0,20.0
maptv_new_vs_drz,after,0.009598214285714285,104.18604651162792,0.9999420401007152,0.14285714285714285,0.22280884262303868,762,10.0,20.0
maptv_new_vs_drz,after,0.009709821428571429,102.98850574712644,0.9998722010121567,0.14285714285714285,0.22368179007692848,736,10.0,20.0
maptv_new_vs_drz,after,0.009821428571428571,101.81818181818183,0.999854432549122,0.14285714285714285,0.22287442635809016,760,10.0,20.0
maptv_new_vs_drz,after,0.009933035714285714,100.67415730337079,0.9999336147173686,0.14285714285714285,0.22229315058834048,778,10.0,20.0
maptv_new_vs_drz,after,0.010044642857142856,99.55555555555557,0.9999539676909883,0.14285714285714285,0.22261360373636063,768,10.0,20.0
maptv_new_vs_drz,after,0.01015625,98.46153846153845,0.9999384477375689,0.14285714285714285,0.22287442635809016,760,10.0,20.0
maptv_new_vs_drz,after,0.010267857142857143,97.3913043478261,0.999922231171966,0.14285714285714285,0.22191652760781277,790,10.0,20.0
maptv_new_vs_drz,after,0.010379464285714285,96.34408602150538,0.9999243270552627,0.14285714285714285,0.2212474895498582,812,10.0,20.0
maptv_new_vs_drz,after,0.010491071428571428,95.31914893617022,0.9999403248015651,0.14285714285714285,0.2214876516950723,804,10.0,20.0
maptv_new_vs_drz,after,0.010602678571428572,94.3157894736842,0.999926093349625,0.14285714285714285,0.22130720212890542,810,10.0,20.0
maptv_new_vs_drz,after,0.010714285714285714,93.33333333333333,0.9999388009271116,0.14285714285714285,0.2206620549790673,832,10.0,20.0
maptv_new_vs_drz,after,0.010825892857142857,92.37113402061856,0.9999413813907817,0.14285714285714285,0.2216090580540805,800,10.0,20.0
maptv_new_vs_drz,after,0.0109375,91.42857142857143,0.9999477262397248,0.14285714285714285,0.2198217694523472,862,10.0,20.0
maptv_new_vs_drz,after,0.011049107142857142,90.50505050505052,0.9999458803926572,0.14285714285714285,0.22020844574520457,848,10.0,20.0
maptv_new_vs_drz,after,0.011160714285714286,89.6,0.9999028965079932,0.14285714285714285,0.21928516426814687,882,10.0,20.0
maptv_new_vs_drz,after,0.011272321428571428,88.71287128712872,0.9998594304440551,0.14285714285714285,0.22077747178815657,828,10.0,20.0
maptv_new_vs_drz,after,0.011383928571428571,87.84313725490196,0.9998768620150003,0.14285714285714285,0.21955119748619267,872,10.0,20.0
maptv_new_vs_drz,after,0.011495535714285713,86.99029126213593,0.9998560683975485,0.14285714285714285,0.21856336410973248,910,10.0,20.0
maptv_new_vs_drz,after,0.011607142857142858,86.15384615384615,0.9998677615692494,0.14285714285714285,0.21965887440375706,868,10.0,20.0
maptv_new_vs_drz,after,0.01171875,85.33333333333333,0.9998524931219223,0.14285714285714285,0.21902354389357315,892,10.0,20.0
maptv_new_vs_drz,after,0.011830357142857142,84.52830188679246,0.999845135061051,0.14285714285714285,0.2181654494608149,926,10.0,20.0
maptv_new_vs_drz,after,0.011941964285714285,83.73831775700936,0.9997991456507447,0.14285714285714285,0.21841294458748992,916,10.0,20.0
maptv_new_vs_drz,after,0.012053571428571427,82.96296296296298,0.9998957229285518,0.14285714285714285,0.21851306204381743,912,10.0,20.0
maptv_new_vs_drz,after,0.012165178571428572,82.20183486238533,0.9999011148118326,0.14285714285714285,0.21758723335053728,950,10.0,20.0
maptv_new_vs_drz,after,0.012276785714285714,81.45454545454545,0.9998974882758178,0.14285714285714285,0.21744603829804665,956,10.0,20.0
maptv_new_vs_drz,after,0.012388392857142856,80.72072072072072,0.9998768733274291,0.14285714285714285,0.21861382957564643,908,10.0,20.0
maptv_new_vs_drz,after,0.012499999999999999,80.0,0.9998110339729573,0.14285714285714285,0.21675920204107632,986,10.0,20.0
maptv_new_vs_drz,after,0.012611607142857143,79.29203539823008,0.9998572914626535,0.14285714285714285,0.21725980028494588,964,10.0,20.0
maptv_new_vs_drz,after,0.012723214285714286,78.59649122807018,0.9998134131167077,0.14285714285714285,0.21721359693608783,966,10.0,20.0
maptv_new_vs_drz,after,0.012834821428571428,77.91304347826087,0.999734158980548,0.14285714285714285,0.21644914346158642,1000,10.0,20.0
maptv_new_vs_drz,after,0.01294642857142857,77.24137931034484,0.9997244295606216,0.14285714285714285,0.21653707458648785,996,10.0,20.0
maptv_new_vs_drz,after,0.013058035714285715,76.58119658119658,0.9997417364388217,0.14285714285714285,0.21649304397049488,998,10.0,20.0
maptv_new_vs_drz,after,0.013169642857142857,75.9322033898305,0.9997929780201098,0.14285714285714285,0.21610254718236965,1016,10.0,20.0
maptv_new_vs_drz,after,0.01328125,75.29411764705883,0.9998074419898599,0.14285714285714285,0.21618843703925994,1012,10.0,20.0
maptv_new_vs_drz,after,0.013392857142857142,74.66666666666667,0.9996709213315081,0.14285714285714285,0.21605978929178232,1018,10.0,20.0
maptv_new_vs_drz,after,0.013504464285714285,74.04958677685951,0.9996814162725832,0.14285714285714285,0.21551499634696136,1044,10.0,20.0
maptv_new_vs_drz,after,0.013616071428571429,73.44262295081967,0.9997515792187361,0.14285714285714285,0.21568047213382657,1036,10.0,20.0
maptv_new_vs_drz,after,0.013727678571428571,72.84552845528455,0.9995844213871293,0.14285714285714285,0.21498988471428435,1070,10.0,20.0
maptv_new_vs_drz,after,0.013839285714285714,72.25806451612904,0.9995461938176411,0.14285714285714285,0.21543295911437524,1048,10.0,20.0
maptv_new_vs_drz,after,0.013950892857142856,71.68,0.9992961889121957,0.14285714285714285,0.2148713755575323,1076,10.0,20.0
maptv_new_vs_drz,after,0.0140625,71.11111111111111,0.9995024586015719,0.14285714285714285,0.21475383879638116,1082,10.0,20.0
maptv_new_vs_drz,after,0.014174107142857143,70.55118110236221,0.9997037144148181,0.14285714285714285,0.21471487366377726,1084,10.0,20.0
maptv_new_vs_drz,after,0.014285714285714285,70.0,0.9997004294806999,0.14285714285714285,0.21459861283869502,1090,10.0,20.0
maptv_new_vs_drz,after,0.014397321428571428,69.45736434108528,0.9995813063328333,0.14285714285714285,0.21425543086377571,1108,10.0,20.0
maptv_new_vs_drz,after,0.01450892857142857,68.92307692307693,0.9991446285709891,0.14285714285714285,0.21456006915830092,1092,10.0,20.0
maptv_new_vs_drz,after,0.014620535714285714,68.3969465648855,0.999094192753493,0.14285714285714285,0.21355728664025345,1146,10.0,20.0
maptv_new_vs_drz,after,0.014732142857142857,67.87878787878788,0.9994877072436854,0.14285714285714285,0.21366522853675965,1140,10.0,20.0
maptv_new_vs_drz,after,0.01484375,67.36842105263158,0.9992561162277899,0.14285714285714285,0.2143309783773013,1104,10.0,20.0
maptv_new_vs_drz,after,0.014955357142857142,66.86567164179105,0.9990691059275997,0.14285714285714285,0.21279046829950965,1190,10.0,20.0
maptv_new_vs_drz,after,0.015066964285714286,66.37037037037037,0.9993477480582381,0.14285714285714285,0.21373765748018866,1136,10.0,20.0
maptv_new_vs_drz,after,0.015178571428571428,65.88235294117648,0.9991795275565206,0.14285714285714285,0.21352149146774207,1148,10.0,20.0
maptv_new_vs_drz,after,0.015290178571428571,65.4014598540146,0.9990010866408268,0.14285714285714285,0.21285843635360488,1186,10.0,20.0
maptv_new_vs_drz,after,0.015401785714285713,64.92753623188406,0.9987909231308264,0.14285714285714285,0.21282441002983377,1188,10.0,20.0
maptv_new_vs_drz,after,0.015513392857142856,64.46043165467627,0.998991978882816,0.14285714285714285,0.21337922749072738,1156,10.0,20.0
maptv_new_vs_drz,after,0.015625,64.0,0.9990887202552707,0.14285714285714285,0.212000361835817,1238,10.0,20.0
maptv_new_vs_drz,after,0.015736607142857142,63.54609929078014,0.9994959848919701,0.14285714285714285,0.2124887421904062,1208,10.0,20.0
maptv_new_vs_drz,after,0.015848214285714285,63.098591549295776,0.9995880387672537,0.14285714285714285,0.2127228372174348,1194,10.0,20.0
maptv_new_vs_drz,after,0.015959821428571427,62.65734265734266,0.9995394029381491,0.14285714285714285,0.2120323741059451,1236,10.0,20.0
maptv_new_vs_drz,after,0.01607142857142857,62.22222222222223,0.999339765896602,0.14285714285714285,0.2120323741059451,1236,10.0,20.0
maptv_new_vs_drz,after,0.016183035714285712,61.79310344827587,0.9988032242233658,0.14285714285714285,0.21187307369980893,1246,10.0,20.0
maptv_new_vs_drz,after,0.016294642857142858,61.36986301369863,0.9985850790801181,0.14285714285714285,0.21216119331021152,1228,10.0,20.0
maptv_new_vs_drz,after,0.01640625,60.95238095238095,0.9982063268501985,0.14285714285714285,0.21159104545450594,1264,10.0,20.0
maptv_new_vs_drz,after,0.016517857142857143,60.54054054054054,0.9975706055150763,0.14285714285714285,0.21149835269259598,1270,10.0,20.0
maptv_new_vs_drz,after,0.016629464285714286,60.13422818791946,0.9980507515445599,0.14285714285714285,0.21177839816474361,1252,10.0,20.0
maptv_new_vs_drz,after,0.016741071428571428,59.733333333333334,0.9975724392233897,0.14285714285714285,0.21134529561252643,1280,10.0,20.0
maptv_new_vs_drz,after,0.01685267857142857,59.337748344370866,0.9980920413370027,0.14285714285714285,0.21054834880675766,1334,10.0,20.0
maptv_new_vs_drz,after,0.016964285714285713,58.94736842105264,0.9989472651153564,0.14285714285714285,0.21159104545450594,1264,10.0,20.0
maptv_new_vs_drz,after,0.017075892857142855,58.56209150326798,0.9991637715211219,0.14285714285714285,0.21080861501660042,1316,10.0,20.0
maptv_new_vs_drz,after,0.017187499999999998,58.18181818181819,0.9991374385523377,0.14285714285714285,0.2104912166657718,1338,10.0,20.0
maptv_new_vs_drz,after,0.017299107142857144,57.806451612903224,0.9987210902667868,0.14285714285714285,0.2112241179090306,1288,10.0,20.0
maptv_new_vs_drz,after,0.017410714285714286,57.43589743589743,0.9979730961639481,0.14285714285714285,0.21009825045931166,1366,10.0,20.0
maptv_new_vs_drz,after,0.01752232142857143,57.07006369426752,0.9989798574597843,0.14285714285714285,0.21034948559464076,1348,10.0,20.0
maptv_new_vs_drz,after,0.01763392857142857,56.708860759493675,0.9977465704534056,0.14285714285714285,0.21046274528313325,1340,10.0,20.0
maptv_new_vs_drz,after,0.017745535714285714,56.35220125786164,0.9965721793075422,0.14285714285714285,0.2102651915533084,1354,10.0,20.0
maptv_new_vs_drz,after,0.017857142857142856,56.0,0.9968796195647969,0.14285714285714285,0.20979775932161346,1388,10.0,20.0
maptv_new_vs_drz,after,0.01796875,55.652173913043484,0.9978824099929559,0.14285714285714285,0.21001559151209073,1372,10.0,20.0
maptv_new_vs_drz,after,0.01808035714285714,55.308641975308646,0.9980974598865179,0.14285714285714285,0.20993346585157174,1378,10.0,20.0
maptv_new_vs_drz,after,0.018191964285714284,54.96932515337424,0.9976225267191944,0.14285714285714285,0.20969023176701643,1396,10.0,20.0
maptv_new_vs_drz,after,0.01830357142857143,54.63414634146341,0.9973254014340184,0.14285714285714285,0.20974388120426476,1392,10.0,20.0
maptv_new_vs_drz,after,0.018415178571428572,54.303030303030305,0.9973274715926453,0.14285714285714285,0.20924322011539456,1430,10.0,20.0
maptv_new_vs_drz,after,0.018526785714285714,53.975903614457835,0.9960364180320949,0.14285714285714285,0.20937304795788578,1420,10.0,20.0
maptv_new_vs_drz,after,0.018638392857142857,53.65269461077845,0.994982159459158,0.14285714285714285,0.20958361247909307,1404,10.0,20.0
maptv_new_vs_drz,after,0.01875,53.333333333333336,0.9958911982818872,0.14285714285714285,0.20908918974285123,1442,10.0,20.0
maptv_new_vs_drz,after,0.018861607142857142,53.01775147928994,0.9958356904433412,0.14285714285714285,0.2091147294392002,1440,10.0,20.0
